0,89.0,29.0
0,39.0,98.0
0,178.0,161.0
0,108.0,94.0
0,34.0,112.0
0,122.0,132.0
1,175.0,70.0
0,22.0,134.0
1,125.0,60.0
1,168.0,74.0
0,62.0,113.0
1,171.0,86.0
0,48.0,92.0
0,70.0,142.0
0,40.0,162.0
0,52.0,32.0
0,105.0,126.0
0,171.0,180.0
0,184.0,153.0
1,173.0,81.0
0,26.0,50.0
0,171.0,176.0
0,145.0,181.0
0,56.0,38.0
0,86.0,41.0
0,132.0,81.0
0,46.0,122.0
0,119.0,19.0
1,118.0,51.0
1,174.0,133.0
0,66.0,136.0
1,104.0,59.0
0,41.0,48.0
0,131.0,114.0
0,97.0,138.0
0,78.0,145.0
0,30.0,64.0
0,53.0,30.0
0,133.0,95.0
0,137.0,107.0
0,28.0,86.0
0,108.0,30.0
0,34.0,179.0
0,13.0,157.0
1,122.0,150.0
1,117.0,156.0
0,163.0,171.0
0,47.0,95.0
1,120.0,153.0
0,80.0,143.0
1,90.0,157.0
1,176.0,24.0
0,19.0,136.0
0,178.0,154.0
0,91.0,42.0
1,132.0,156.0
1,117.0,53.0
0,62.0,147.0
1,86.0,158.0
0,86.0,91.0
0,86.0,97.0
0,50.0,111.0
0,118.0,134.0
1,160.0,128.0
1,138.0,45.0
0,43.0,90.0
0,79.0,91.0
0,32.0,94.0
0,57.0,98.0
0,169.0,169.0
0,105.0,21.0
1,90.0,166.0
0,26.0,179.0
0,134.0,182.0
1,134.0,142.0
1,109.0,146.0
1,128.0,154.0
0,76.0,129.0
0,31.0,56.0
0,79.0,128.0
0,146.0,89.0
0,74.0,36.0
1,177.0,133.0
1,171.0,41.0
0,44.0,174.0
0,37.0,156.0
0,147.0,184.0
0,61.0,45.0
0,50.0,121.0
1,117.0,157.0
0,46.0,117.0
0,35.0,38.0
0,102.0,90.0
1,67.0,68.0
1,123.0,147.0
1,168.0,116.0
1,145.0,141.0
0,67.0,53.0
1,117.0,54.0
0,42.0,41.0
1,183.0,33.0
0,70.0,40.0
0,36.0,37.0
0,50.0,32.0
0,42.0,162.0
1,95.0,162.0
0,38.0,169.0
0,91.0,107.0
1,150.0,39.0
0,31.0,111.0
0,44.0,182.0
1,121.0,53.0
0,64.0,45.0
0,84.0,39.0
0,68.0,39.0
1,182.0,71.0
0,64.0,143.0
0,130.0,181.0
0,160.0,174.0
1,83.0,159.0
1,168.0,87.0
0,67.0,58.0
0,106.0,125.0
1,158.0,22.0
1,160.0,16.0
1,105.0,161.0
1,143.0,34.0
0,23.0,55.0
0,102.0,21.0
0,106.0,45.0
1,103.0,77.0
0,62.0,39.0
0,70.0,55.0
0,24.0,57.0
1,176.0,17.0
0,71.0,42.0
0,73.0,150.0
1,129.0,40.0
0,104.0,137.0
1,99.0,148.0
1,89.0,76.0
0,152.0,185.0
1,83.0,171.0
1,169.0,103.0
0,51.0,39.0
1,140.0,27.0
1,107.0,158.0
0,18.0,161.0
0,103.0,23.0
1,129.0,150.0
1,153.0,141.0
0,97.0,91.0
0,101.0,84.0
0,143.0,94.0
1,181.0,31.0
1,119.0,62.0
0,31.0,107.0
1,180.0,66.0
1,105.0,65.0
1,150.0,137.0
0,8.0,129.0
0,75.0,88.0
0,149.0,177.0
0,158.0,171.0
0,69.0,89.0
0,56.0,37.0
1,152.0,138.0
0,35.0,108.0
1,98.0,153.0
0,106.0,102.0
0,132.0,171.0
0,44.0,153.0
0,67.0,91.0
0,147.0,92.0
0,144.0,175.0
0,82.0,97.0
1,95.0,68.0
0,40.0,153.0
1,179.0,100.0
0,63.0,39.0
0,118.0,110.0
0,141.0,175.0
0,43.0,48.0
0,162.0,179.0
0,42.0,87.0
0,30.0,58.0
1,116.0,57.0
0,133.0,178.0
0,56.0,108.0
0,128.0,106.0
1,165.0,131.0
1,112.0,54.0
0,37.0,179.0
1,167.0,124.0
1,150.0,43.0
0,130.0,83.0
1,140.0,143.0
0,44.0,163.0
0,156.0,176.0
0,47.0,113.0
0,113.0,85.0
0,19.0,161.0
0,40.0,87.0
1,130.0,155.0
1,109.0,70.0
1,174.0,76.0
1,115.0,70.0
0,120.0,123.0
0,77.0,48.0
1,93.0,154.0
0,16.0,145.0
1,128.0,144.0
1,128.0,147.0
0,129.0,176.0
0,23.0,140.0
1,127.0,49.0
0,56.0,51.0
0,40.0,183.0
0,26.0,45.0
1,146.0,145.0
0,66.0,105.0
0,12.0,157.0
1,167.0,17.0
0,56.0,101.0
0,81.0,100.0
0,107.0,44.0
0,177.0,168.0
0,23.0,59.0
1,145.0,28.0
0,46.0,158.0
0,38.0,156.0
0,67.0,93.0
0,102.0,140.0
0,27.0,59.0
1,182.0,65.0
1,176.0,31.0
0,46.0,120.0
0,125.0,120.0
1,148.0,135.0
1,121.0,151.0
0,113.0,94.0
0,98.0,96.0
0,125.0,111.0
1,175.0,56.0
0,26.0,90.0
1,101.0,68.0
0,97.0,92.0
0,102.0,123.0
0,23.0,67.0
0,47.0,118.0
0,41.0,87.0
1,127.0,155.0
0,71.0,95.0
0,70.0,88.0
1,76.0,75.0
0,143.0,179.0
0,60.0,112.0
1,177.0,58.0
0,93.0,54.0
0,49.0,121.0
0,64.0,39.0
1,175.0,33.0
0,66.0,34.0
0,57.0,158.0
1,74.0,73.0
1,74.0,80.0
0,168.0,172.0
0,173.0,178.0
0,115.0,19.0
0,50.0,123.0
1,96.0,147.0
0,52.0,96.0
0,104.0,38.0
1,106.0,76.0
1,165.0,137.0
0,101.0,106.0
1,175.0,129.0
1,170.0,45.0
0,90.0,48.0
0,154.0,181.0
1,132.0,147.0
0,120.0,116.0
0,60.0,153.0
1,127.0,57.0
0,95.0,23.0
0,78.0,47.0
0,71.0,53.0
1,178.0,116.0
1,174.0,91.0
0,42.0,94.0
0,27.0,55.0
0,68.0,109.0
0,90.0,105.0
1,101.0,69.0
1,168.0,89.0
0,185.0,162.0
0,116.0,134.0
1,144.0,156.0
0,99.0,136.0
0,107.0,16.0
0,104.0,122.0
0,65.0,48.0
1,144.0,38.0
0,17.0,187.0
0,44.0,170.0
0,76.0,128.0
1,161.0,129.0
0,74.0,34.0
1,138.0,157.0
0,118.0,126.0
1,113.0,159.0
0,142.0,94.0
0,48.0,98.0
0,85.0,39.0
0,58.0,98.0
0,125.0,128.0
1,96.0,74.0
0,119.0,35.0
0,63.0,38.0
0,184.0,150.0
1,88.0,71.0
1,162.0,130.0
1,113.0,74.0
0,110.0,125.0
1,177.0,37.0
1,169.0,54.0
0,38.0,76.0
0,39.0,96.0
1,163.0,34.0
1,177.0,32.0
0,65.0,96.0
0,73.0,138.0
1,107.0,59.0
0,129.0,114.0
0,60.0,138.0
0,102.0,46.0
0,42.0,59.0
1,171.0,84.0
0,29.0,59.0
0,45.0,39.0
0,46.0,31.0
0,93.0,40.0
0,44.0,113.0
0,133.0,106.0
0,39.0,58.0
0,36.0,33.0
1,135.0,52.0
0,10.0,117.0
1,128.0,45.0
1,63.0,72.0
1,177.0,87.0
0,66.0,100.0
1,175.0,21.0
0,69.0,145.0
1,177.0,43.0
0,98.0,40.0
0,114.0,17.0
0,48.0,102.0
1,167.0,116.0
0,90.0,35.0
0,39.0,114.0
1,163.0,33.0
0,45.0,152.0
0,48.0,157.0
0,96.0,129.0
0,27.0,106.0
0,91.0,25.0
0,177.0,173.0
0,49.0,175.0
0,40.0,65.0
1,151.0,30.0
1,173.0,18.0
0,78.0,89.0
0,45.0,124.0
0,28.0,108.0
1,176.0,130.0
0,96.0,137.0
0,24.0,147.0
1,101.0,64.0
0,188.0,164.0
0,109.0,38.0
0,70.0,135.0
0,23.0,83.0
0,57.0,41.0
0,93.0,96.0
0,33.0,107.0
1,135.0,60.0
0,50.0,97.0
0,55.0,32.0
0,181.0,160.0
1,171.0,110.0
0,124.0,126.0
0,180.0,176.0
1,177.0,82.0
0,34.0,102.0
0,124.0,121.0
0,35.0,174.0
0,90.0,106.0
0,30.0,110.0
1,85.0,163.0
1,89.0,155.0
0,43.0,121.0
0,38.0,166.0
1,122.0,60.0
0,27.0,62.0
0,88.0,93.0
0,41.0,176.0
0,144.0,185.0
0,50.0,164.0
1,60.0,75.0
0,16.0,176.0
1,93.0,63.0
0,113.0,98.0
0,105.0,89.0
1,103.0,154.0
0,78.0,144.0
0,131.0,169.0
0,174.0,168.0
1,172.0,122.0
0,105.0,97.0
0,49.0,109.0
0,16.0,115.0
1,88.0,161.0
1,140.0,53.0
0,190.0,151.0
1,110.0,149.0
0,108.0,134.0
0,41.0,96.0
0,141.0,89.0
0,131.0,115.0
0,59.0,141.0
1,165.0,134.0
1,171.0,29.0
0,72.0,133.0
0,93.0,134.0
1,102.0,64.0
1,84.0,174.0
0,67.0,114.0
1,180.0,123.0
0,43.0,165.0
0,15.0,161.0
0,38.0,41.0
1,86.0,69.0
0,73.0,136.0
0,41.0,167.0
1,182.0,53.0
0,51.0,119.0
0,35.0,105.0
0,81.0,136.0
1,148.0,47.0
1,144.0,40.0
0,113.0,114.0
0,42.0,60.0
1,177.0,76.0
0,145.0,86.0
0,35.0,167.0
1,125.0,44.0
0,69.0,38.0
1,78.0,78.0
0,61.0,114.0
0,101.0,136.0
1,172.0,65.0
1,121.0,145.0
0,45.0,151.0
0,115.0,16.0
1,173.0,30.0
1,160.0,142.0
0,141.0,114.0
1,176.0,123.0
1,176.0,95.0
0,66.0,155.0
0,119.0,178.0
1,146.0,47.0
1,171.0,140.0
0,38.0,49.0
0,75.0,150.0
1,117.0,62.0
0,137.0,169.0
0,151.0,183.0
0,96.0,87.0
0,64.0,100.0
1,136.0,58.0
1,124.0,146.0
0,125.0,170.0
0,42.0,44.0
1,90.0,174.0
1,144.0,24.0
0,44.0,104.0
0,81.0,104.0
1,149.0,141.0
0,52.0,124.0
1,144.0,153.0
0,41.0,102.0
1,182.0,93.0
0,20.0,154.0
0,61.0,111.0
0,57.0,51.0
0,109.0,89.0
1,76.0,63.0
0,46.0,157.0
1,98.0,167.0
0,112.0,39.0
0,62.0,152.0
0,109.0,34.0
0,41.0,159.0
1,176.0,20.0
0,48.0,165.0
0,99.0,42.0
0,40.0,172.0
0,183.0,162.0
0,71.0,108.0
0,131.0,89.0
0,50.0,42.0
1,112.0,72.0
1,76.0,73.0
1,121.0,66.0
1,131.0,62.0
1,106.0,78.0
0,50.0,154.0
1,98.0,151.0
1,151.0,38.0
0,56.0,97.0
0,18.0,124.0
0,55.0,122.0
1,181.0,96.0
1,120.0,51.0
1,183.0,42.0
1,86.0,169.0
0,72.0,99.0
1,171.0,17.0
1,139.0,150.0
1,165.0,119.0
0,26.0,153.0
0,87.0,98.0
1,86.0,155.0
0,13.0,148.0
0,126.0,122.0
0,70.0,145.0
1,178.0,128.0
1,138.0,49.0
0,76.0,49.0
1,156.0,151.0
0,87.0,105.0
0,28.0,39.0
0,61.0,152.0
0,131.0,170.0
0,155.0,176.0
0,12.0,122.0
1,143.0,25.0
1,177.0,90.0
1,124.0,62.0
0,113.0,128.0
1,56.0,79.0
0,18.0,144.0
1,106.0,162.0
0,132.0,103.0
0,16.0,128.0
1,179.0,79.0
0,98.0,104.0
0,94.0,96.0
1,169.0,16.0
1,81.0,76.0
1,75.0,78.0
1,180.0,98.0
0,61.0,50.0
0,60.0,44.0
0,82.0,40.0
0,148.0,179.0
0,181.0,153.0
1,71.0,71.0
0,104.0,45.0
1,164.0,124.0
0,178.0,159.0
1,157.0,135.0
1,131.0,145.0
0,97.0,132.0
0,63.0,120.0
0,91.0,138.0
1,89.0,70.0
0,129.0,126.0
1,168.0,44.0
1,62.0,71.0
0,101.0,105.0
1,84.0,77.0
1,175.0,51.0
0,87.0,32.0
1,146.0,25.0
1,180.0,114.0
0,113.0,116.0
0,81.0,101.0
0,118.0,115.0
0,121.0,178.0
1,96.0,162.0
0,72.0,35.0
0,90.0,45.0
1,141.0,27.0
0,44.0,53.0
1,137.0,41.0
1,112.0,160.0
0,98.0,107.0
0,24.0,68.0
0,77.0,103.0
0,97.0,89.0
1,157.0,22.0
1,101.0,65.0
1,170.0,38.0
0,117.0,124.0
1,171.0,22.0
0,71.0,92.0
1,106.0,67.0
0,37.0,48.0
1,160.0,29.0
0,44.0,123.0
0,10.0,139.0
0,95.0,88.0
0,54.0,157.0
1,121.0,149.0
0,103.0,93.0
0,23.0,93.0
0,94.0,85.0
0,151.0,178.0
0,87.0,29.0
0,27.0,78.0
1,100.0,156.0
0,27.0,42.0
0,51.0,105.0
1,99.0,165.0
1,102.0,77.0
0,92.0,130.0
1,108.0,145.0
0,180.0,171.0
0,154.0,183.0
1,78.0,65.0
1,176.0,74.0
1,156.0,20.0
0,50.0,114.0
1,180.0,95.0
0,90.0,127.0
0,108.0,118.0
0,44.0,171.0
0,160.0,179.0
0,21.0,150.0
0,165.0,179.0
0,42.0,118.0
1,176.0,82.0
0,97.0,95.0
1,98.0,71.0
1,95.0,156.0
0,130.0,171.0
0,70.0,140.0
0,140.0,179.0
0,59.0,37.0
0,15.0,128.0
0,64.0,108.0
0,89.0,97.0
1,95.0,70.0
1,61.0,71.0
1,182.0,85.0
1,63.0,69.0
0,110.0,120.0
0,16.0,144.0
1,115.0,71.0
0,65.0,52.0
0,62.0,54.0
0,150.0,185.0
0,32.0,43.0
0,125.0,179.0
0,110.0,122.0
0,87.0,39.0
0,144.0,112.0
0,87.0,102.0
1,165.0,29.0
0,76.0,100.0
1,177.0,77.0
0,44.0,180.0
1,128.0,55.0
1,173.0,47.0
1,90.0,175.0
1,74.0,74.0
0,16.0,157.0
0,84.0,31.0
0,19.0,185.0
0,137.0,87.0
0,55.0,106.0
1,171.0,69.0
1,169.0,141.0
0,120.0,176.0
0,106.0,123.0
1,101.0,78.0
0,67.0,136.0
0,129.0,180.0
0,23.0,175.0
0,24.0,180.0
0,44.0,89.0
1,151.0,35.0
0,24.0,175.0
0,56.0,31.0
1,127.0,52.0
0,31.0,104.0
0,86.0,54.0
1,141.0,140.0
0,143.0,112.0
0,58.0,140.0
0,86.0,37.0
0,44.0,108.0
0,164.0,180.0
1,85.0,65.0
1,182.0,100.0
1,104.0,70.0
1,170.0,42.0
0,42.0,110.0
1,180.0,69.0
0,42.0,109.0
0,99.0,38.0
0,47.0,124.0
1,59.0,68.0
0,112.0,32.0
0,40.0,64.0
0,97.0,131.0
1,121.0,147.0
1,122.0,59.0
1,90.0,62.0
0,23.0,139.0
0,81.0,55.0
0,99.0,134.0
0,45.0,153.0
1,131.0,47.0
0,24.0,145.0
1,148.0,28.0
0,100.0,136.0
0,28.0,187.0
0,21.0,148.0
0,42.0,66.0
0,55.0,140.0
0,170.0,166.0
0,190.0,157.0
0,98.0,136.0
1,144.0,48.0
1,170.0,77.0
0,120.0,27.0
1,71.0,73.0
0,43.0,174.0
1,77.0,77.0
0,124.0,169.0
0,95.0,30.0
0,99.0,20.0
1,142.0,52.0
0,34.0,40.0
1,80.0,66.0
1,92.0,169.0
1,94.0,170.0
0,53.0,109.0
1,178.0,47.0
1,178.0,123.0
1,94.0,150.0
1,103.0,164.0
1,175.0,95.0
0,138.0,183.0
0,16.0,126.0
0,112.0,102.0
